"","Date","Location","Airplane.model","Fatalities"
"2971","Oct 15, 1999 at 1058 LT","Parma, Emilia-Romagna","Mitsubishi MU-300 Diamond",0
"2972","Oct 14, 1999 at 1946 LT","North Las Vegas, Nevada","Piper PA-31-350 Navajo Chieftain",1
"2973","Oct 13, 1999 at 2035 LT","Lake Erie, Michigan","Cessna 208 Caravan",0
"2974","Oct 12, 1999 at 0830 LT","Puerto Ayacucho, Amazonas","Cessna 207 Skywagon",5
"2975","Oct 11, 1999 at 0743 LT","Gaborone, South-East District","ATR42-300",1
"2976","Oct 8, 1999 at 1200 LT","Stockholm, Uppland","Saab 2000",0
"2977","Oct 5, 1999 at 0545 LT","Williamstown, Kentucky","Beechcraft Super King Air 200",2
"2978","Oct 2, 1999 at 1430 LT","Pickle Lake, Ontario","De Havilland DHC-2 Beaver",0
"2979","Oct 2, 1999 at 0751 LT","Caldwell, New Jersey","Cessna 401",0
"2980","Oct 1, 1999 at 1445 LT","Port Blakely, Washington","De Havilland DHC-2 Beaver",0
"2981","Sep 29, 1999","Pekanbaru, Riau","Antonov AN-12",0
"2982","Sep 28, 1999 at 1750 LT","New Zealand, New Zealand","Fletcher FU-24",0
"2983","Sep 27, 1999 at 0605 LT","Louisville, Kentucky","Piper PA-31-350 Navajo Chieftain",1
"2984","Sep 26, 1999 at 0935 LT","Gainesville, Georgia","Learjet 24",0
"2985","Sep 25, 1999 at 1726 LT","Kailua Kona, Hawaii","Piper PA-31-350 Navajo Chieftain",10
"2986","Sep 22, 1999","Ukhta, Republic of Komi","Antonov AN-24",0
"2987","Sep 21, 1999 at 0522 LT","Moreland, Georgia","Piper PA-31-350 Navajo Chieftain",2
"2988","Sep 19, 1999 at 1115 LT","Bimini, Bimini","Beechcraft Super King Air 200",2
"2989","Sep 17, 1999","Santa Lucia AFB, Los Reyes Acozac, México","Lockheed C-130 Hercules",5
"2990","Sep 16, 1999 at 1130 LT","Santa Catalina la Tinta, Alta Verapaz","Rockwell Aero Commander 500",6
"2991","Sep 14, 1999 at 2347 LT","Gerona, Catalonia","Boeing 757",1
"2992","Sep 14, 1999 at 2130 LT","Monte Dourado, Pará","Embraer EMB-110 Bandeirante",2
"2993","Sep 9, 1999 at 1915 LT","San Andros, North Andros","Piper PA-31-350 Navajo Chieftain",0
"2994","Sep 9, 1999","Caen, Calvados","Beechcraft Super King Air 200",0
"2995","Sep 9, 1999 at 1138 LT","Nashville, Tennessee","Douglas DC-9",0
"2996","Sep 7, 1999","Port Harcourt, Rivers","De Havilland Dash-7",0
"2997","Sep 6, 1999 at 1034 LT","Lerwick, Shetland (Zetland)","Cessna 208 Caravan",0
"2998","Sep 5, 1999 at 1700 LT","Issoire, Puy-de-Dôme","Dassault M.D.315 Flamant",2
"2999","Sep 5, 1999 at 1030 LT","Kathmandu, Bagmati","Avro 748",15
"3000","Sep 4, 1999","France, France","Cessna 207 Skywagon",1
"3001","Sep 3, 1999 at 1236 LT","Glasgow, Strathclyde","Cessna 404 Titan",8
"3002","Sep 3, 1999 at 0325 LT","West Palm Beach, Florida","Beechcraft King Air 90",8
"3003","Sep 1, 1999 at 1026 LT","Tanzania, Tanzania","Cessna 404 Titan",12
"3004","Aug 31, 1999 at 2054 LT","Buenos Aires, Buenos Aires City","Boeing 737-200",64
"3005","Aug 30, 1999 at 1610 LT","Manila, Metro Manila","Douglas DC-3",0
"3006","Aug 29, 1999 at 1630 LT","Adwa, Tigray","Learjet 35",2
"3007","Aug 29, 1999 at 1532 LT","Manitoba, Manitoba","Piper PA-31-350 Navajo Chieftain",0
"3008","Aug 28, 1999 at 1021 LT","Alpine, Texas","Cessna 414 Chancellor",0
"3009","Aug 26, 1999 at 1051 LT","Turtkul, Karakalpakstan (Qaraqalpaqstan Respublikasi)","Yakovlev Yak-40",2
"3010","Aug 24, 1999 at 1236 LT","Hualien, Hualien County (<U+82B1><U+84EE><U+7E23>)","McDonnell Douglas MD-90",0
"3011","Aug 22, 1999 at 1840 LT","Hong Kong, Hong Kong","McDonnell Douglas MD-11",3
"3012","Aug 20, 1999 at 1350 LT","Port Alsworth, Alaska","De Havilland DHC-3 Otter",0
"3013","Aug 17, 1999 at 1817 LT","Las Vegas, Nevada","BAe 125",0
"3014","Aug 17, 1999","Lubotu, Maniema","De Havilland DHC-6 Twin Otter",0
"3015","Aug 16, 1999 at 1733 LT","San Antonio, Texas","Swearingen SA227AC Metro III",0
"3016","Aug 14, 1999","Aden, 'Adan (<U+0639><U+062F><U+0646>)","Antonov",17
"3017","Aug 14, 1999","Juba, Central Equatoria (<U+0627><U+0644><U+0627><U+0633><U+062A><U+0648><U+0627><U+0626><U+064A><U+0629> <U+0627><U+0644><U+0648><U+0633><U+0637><U+0649>)","Boeing 707",0
"3018","Aug 13, 1999 at 1311 LT","Hillsborough, North Carolina","Cessna 208 Caravan",0
"3019","Aug 12, 1999 at 2357 LT","Seven Islands, Quebec","Beechcraft 1900D",1
"3020","Aug 10, 1999 at 2005 LT","Monrovia, Montserrado","Cessna 414 Chancellor",6
"3021","Aug 10, 1999 at 1200 LT","Pakistan, Pakistan","Breguet Bre.1150 Atlantic",16
"3022","Aug 7, 1999 at 1202 LT","Mindelo, Cabo Verde","Dornier DO228",18
"3023","Aug 7, 1999 at 0635 LT","Surghet, Bheri","Short SC.7 Skyvan Variant",0
"3024","Aug 6, 1999","Ilaga, Special Region of West Papua","De Havilland DHC-6 Twin Otter",0
"3025","Aug 2, 1999","Malargüe, Mendoza","Pilatus PC-6 (Porter & Turbo Porter)",0
"3026","Jul 31, 1999 at 0825 LT","Marine City, Michigan","Beechcraft King Air 90",10
"3027","Jul 28, 1999","Rhodes, South Aegean / <U+039D><U+03CC>t<U+03B9><U+03BF> <U+0391><U+03B9><U+03B3>a<U+03AF><U+03BF>","Swearingen SA227AC Metro III",0
"3028","Jul 28, 1999 at 0645 LT","Mankayan, Benguet","Beechcraft King Air 90",8
"3029","Jul 26, 1999 at 1610 LT","Arusha, Arusha Region","Let 410UVP",0
"3030","Jul 26, 1999 at 1346 LT","Irkutsk, Irkutsk oblast","Ilyushin II-76",0
"3031","Jul 24, 1999 at 0533 LT","Nausori, Fiji Islands","Embraer EMB-110 Bandeirante",17
"3032","Jul 23, 1999 at 0330 LT","Colombia, Colombia","De Havilland Dash-7",7
"3033","Jul 20, 1999 at 0945 LT","Nicaragua, Nicaragua","Cessna 208 Caravan",16
"3034","Jul 9, 1999 at 0430 LT","Toluca, México","BAe 125",4
"3035","Jul 7, 1999 at 1951 LT","Kathmandu, Bagmati","Boeing 727-200",5
"3036","Jul 4, 1999 at 1212 LT","Villavicencio, Meta","Douglas DC-6",4
"3037","Jul 2, 1999 at 1429 LT","Sittwe, Rakhine State","Fokker F27 Friendship",8
"3038","Jul 1, 1999 at 1402 LT","Weyer's Cave, Virginia","Piper PA-31 Cheyenne",1
"3039","Jul 1, 1999","Luzamba, Lunda Norte","Antonov AN-12",1
"3040","Jun 30, 1999 at 1200 LT","United Kingdom, UK","Britten-Norman Islander",0
"3041","Jun 30, 1999 at 0441 LT","Liège, Liège","Beechcraft 99",2
"3042","Jun 25, 1999 at 1320 LT","Manitoba, Manitoba","De Havilland DHC-3 Otter",1
"3043","Jun 25, 1999 at 1014 LT","Munson, Florida","Beechcraft King Air 90",2
"3044","Jun 22, 1999 at 1200 LT","Agen, Lot-et-Garonne","Casa 212 Aviocar",2
"3045","Jun 22, 1999","United Kingdom, UK","PZL-Mielec AN-2",0
"3046","Jun 19, 1999","China, China","Harbin Yunsunji Y-11",0
"3047","Jun 17, 1999 at 0852 LT","Goroka, Eastern Highlands","Embraer EMB-110 Bandeirante",17
"3048","Jun 14, 1999 at 1257 LT","Concord, New Hampshire","Cessna 421 Golden Eagle",4
"3049","Jun 14, 1999 at 1038 LT","Thunder Bay, Ontario","Beechcraft King Air 100",0
"3050","Jun 11, 1999","Kukës, Kukës","Lockheed C-130 Hercules",0
"3051","Jun 11, 1999 at 0723 LT","Tanana, Alaska","Piper PA-31-350 Navajo Chieftain",1
"3052","Jun 9, 1999 at 1715 LT","Zhanjiang, Guangdong","Boeing 737-300",0
"3053","Jun 9, 1999","Coron Island, Palawan","Britten-Norman Islander",1
"3054","Jun 3, 1999","Khartoum, Khartoum (<U+0627><U+0644><U+062E><U+0631><U+0637><U+0648><U+0645>)","Antonov AN-32",50
"3055","Jun 1, 1999 at 2350 LT","Little Rock, Arkansas","McDonnell Douglas MD-82",11
"3056","May 29, 1999 at 1400 LT","Ol Kiombo, Rift Valley","Let 410UVP",2
"3057","May 27, 1999 at 1826 LT","Jefferson City, Missouri","Cessna 421 Golden Eagle",4
"3058","May 24, 1999 at 2130 LT","Parry Sound, Ontario","Mitsubishi MU-2 Marquise",2
"3059","May 24, 1999 at 1315 LT","Kuching, Sarawak","De Havilland DHC-4 Caribou",5
"3060","May 23, 1999 at 1915 LT","Waldron, Arkansas","Beechcraft C18 Expeditor",1
"3061","May 22, 1999 at 1930 LT","Hawaii, Hawaii","Beechcraft King Air 90",1
"3062","May 19, 1999","Berberati, Mambéré-Kadéï","Yakovlev Yak-40",0
"3063","May 16, 1999","Iran, Iran","PZL-Mielec AN-2",0
"3064","May 12, 1999","Luzamba, Lunda Norte","Antonov AN-26",0
"3065","May 12, 1999 at 0859 LT","Nassau, New Providence","Rockwell Aero Commander 500",1
"3066","May 10, 1999","Loma Bonita, Oaxaca","Boeing 737-200",0
"3067","May 8, 1999 at 2230 LT","San Diego, California","Cessna 303 Crusader",0
"3068","May 8, 1999 at 1921 LT","Port Vila, Vanuatu","De Havilland DHC-6 Twin Otter",7
"3069","May 3, 1999","Mandera, North Eastern","De Havilland DHC-5 Buffalo",0
"3070","May 1, 1999","Mandera, North Eastern","De Havilland DHC-5 Buffalo",1
"3071","May 1, 1999","Saskatchewan, Saskatchewan","De Havilland DHC-3 Otter",0
"3072","Apr 29, 1999 at 1833 LT","Straubing, Bavaria","Beriev Be-103",1
"3073","Apr 27, 1999 at 0916 LT","Oklahoma City, Oklahoma","Cessna 402",1
"3074","Apr 24, 1999","Haifa (<U+05D7><U+05B5><U+05D9><U+05E4><U+05B8><U+05D4>), Haifa District","Pilatus PC-6 (Porter & Turbo Porter)",4
"3075","Apr 24, 1999","Sal, Cabo Verde","Antonov AN-12",0
"3076","Apr 22, 1999 at 1530 LT","Caen, Calvados","Let 410UVP",0
"3077","Apr 20, 1999 at 1910 LT","Fort Lauderdale-Hollywood, Florida","Cessna 402",0
"3078","Apr 17, 1999 at 1451 LT","Beckley, West Virginia","Beechcraft Beechjet 400",0
"3079","Apr 15, 1999 at 1604 LT","Shanghai, Shanghai","McDonnell Douglas MD-11",8
"3080","Apr 14, 1999 at 1800 LT","Monterey, California","Piper PA-31 Cheyenne",0
"3081","Apr 14, 1999","Brazil, Brazil","Beechcraft King Air 100",0
"3082","Apr 14, 1999 at 0930 LT","Kotzebue, Alaska","Cessna 207 Skywagon",1
"3083","Apr 8, 1999 at 1130 LT","Málaga, Santander","De Havilland DHC-6 Twin Otter",5
"3084","Apr 7, 1999 at 1147 LT","Ribeirão Preto, São Paulo","Learjet 24",5
"3085","Apr 7, 1999 at 0045 LT","Adana, Mediterranean Region (Akdeniz Bölgesi)","Boeing 737-400",6
"3086","Apr 5, 1999 at 0945 LT","Palm Beach-Intl, Florida","De Havilland DHC-6 Twin Otter",0
"3087","Mar 27, 1999 at 1435 LT","New Zealand, New Zealand","Fletcher FU-24",1
"3088","Mar 25, 1999 at 1139 LT","Fort Lauderdale-Hollywood, Florida","Grumman G-21A Goose",1
"3089","Mar 24, 1999 at 1210 LT","Rhodes, South Aegean / <U+039D><U+03CC>t<U+03B9><U+03BF> <U+0391><U+03B9><U+03B3>a<U+03AF><U+03BF>","Airbus A300",0
"3090","Mar 23, 1999 at 1910 LT","Franca, São Paulo","Beechcraft King Air 90",2
"3091","Mar 20, 1999","Bata, Litoral Province (Bata)","Yakovlev Yak-40",0
"3092","Mar 19, 1999 at 0945 LT","Davis Inlet, Newfoundland & Labrador","De Havilland DHC-6 Twin Otter",1
"3093","Mar 18, 1999 at 1605 LT","Tame, Arauca","Douglas DC-3",8
"3094","Mar 15, 1999 at 1155 LT","Pohang, North Gyeongsang (<U+ACBD><U+C0C1><U+BD81><U+B3C4>)","McDonnell Douglas MD-83",0
"3095","Mar 11, 1999 at 0051 LT","Detroit, Michigan","Beechcraft C-45 Expeditor",1
"3096","Mar 8, 1999 at 2145 LT","North Bend, Oregon","Cessna 421 Golden Eagle",2
"3097","Mar 7, 1999 at 0822 LT","New Delhi, National Capital Territory of Delhi","Antonov AN-32",21
"3098","Mar 6, 1999 at 0029 LT","Chennai, Tamil Nadu","Boeing 747-200",0
"3099","Mar 4, 1999 at 1912 LT","Biarritz, Pyrénées-Atlantiques","Boeing 737-200",0
"3100","Mar 1, 1999 at 0846 LT","Shannon, Munster","Lockheed L-188 Electra",0
"3101","Feb 27, 1999 at 0920 LT","Muskoka, Ontario","Beechcraft King Air 100",0
"3102","Feb 25, 1999 at 1230 LT","Genoa, Liguria","Dornier DO328",4
"3103","Feb 24, 1999 at 1634 LT","Wenzhou, Zhejiang","Tupolev TU-154",61
"3104","Feb 23, 1999","La Serena, Región de Coquimbo","Piper PA-31-350 Navajo Chieftain",0
"3105","Feb 19, 1999 at 0135 LT","Alberta, Alberta","Beechcraft King Air 90",0
"3106","Feb 17, 1999 at 0945 LT","Nassau, New Providence","Douglas DC-3",0
"3107","Feb 14, 1999","Sudan, Sudan","Hawker-Siddeley Andover C.1",0
"3108","Feb 13, 1999","Orel, Oryol oblast","Technoavia SM-92 Turbo Finist",4
"3109","Feb 12, 1999 at 1030 LT","Bishop, California","Beechcraft 99",1
"3110","Feb 11, 1999 at 2345 LT","Saint Mary's, Alaska","Beechcraft 1900C",0
"3111","Feb 8, 1999","Kinshasa, Kinshasa City Province","Lockheed L-188 Electra",7
"3112","Feb 8, 1999","Moscow, Moscow oblast","Douglas DC-9",0
"3113","Feb 7, 1999 at 2344 LT","Bratislava, Bratislava Region","Boeing 707",0
"3114","Feb 4, 1999","Luzamba, Lunda Norte","Antonov AN-26",2
"3115","Feb 3, 1999 at 1020 LT","Hoskins, West New Britain","Britten-Norman Islander",11
"3116","Feb 2, 1999","Porto Velho, Rondônia","Britten-Norman Islander",0
"3117","Feb 2, 1999 at 0508 LT","Luanda, Luanda","Antonov AN-12",27
"3118","Jan 31, 1999","Constantine, Constantine","Boeing 727-200",0
"3119","Jan 30, 1999 at 1740 LT","Belleview, Florida","Rockwell Aero Commander 560",2
"3120","Jan 28, 1999 at 2115 LT","Catania, Sicily","McDonnell Douglas MD-82",0
"3121","Jan 22, 1999 at 1719 LT","Hyannis, Massachusetts","Beechcraft 1900D",0
"3122","Jan 21, 1999 at 0810 LT","Bluefields, Región Autónoma del Atlántico Sur","Antonov AN-26",28
"3123","Jan 20, 1999","Lukapa, Lunda Norte","Antonov AN-12",0
"3124","Jan 17, 1999 at 1630 LT","Jumla, Karnali","Cessna 208 Caravan",5
"3125","Jan 16, 1999 at 1430 LT","Cocos Islands (Keeling Islands), Western Australia","Britten-Norman Islander",3
"3126","Jan 14, 1999 at 0918 LT","Cullman, Alabama","Beechcraft Super King Air 300",2
"3127","Jan 13, 1999 at 2055 LT","Aachen, North Rhine-Westphalia","Boeing KC-135 Stratotanker",4
"3128","Jan 13, 1999 at 0633 LT","Mayne Island, British Columbia","Douglas DC-3",2
"3129","Jan 12, 1999 at 1706 LT","Saint Peter-La Villiaze, Channel Islands","Fokker F27 Friendship",2
"3130","Jan 11, 1999 at 1545 LT","Arakkonam-Rajali NAS, Tamil Nadu","Hindustan Aeronautics HAL-748",8
"3131","Jan 11, 1999","Kinshasa, Kinshasa City Province","Casa 212 Aviocar",5
"3132","Jan 11, 1999","Egelsbach, Hesse","Mitsubishi MU-2 Marquise",0
"3133","Jan 9, 1999 at 0920 LT","Valdepeñas, Castile-La Mancha","Beechcraft Queen Air 80",0
"3134","Jan 4, 1999 at 0859 LT","Saint-Augustin, Quebec","Beechcraft 1900C",0
"3135","Jan 2, 1999","Huambo, Huambo","Lockheed C-130 Hercules",9
"3136","Dec 31, 1998","Mexico, Mexico","IAI Arava 201",0
"3137","Dec 31, 1998","Moscow, Moscow oblast","Ilyushin II-86",0
"3138","Dec 31, 1998","Pancevo, Vojvodina","PZL-Mielec AN-2",0
"3139","Dec 28, 1998 at 0847 LT","Curitiba, Paraná","Embraer ERJ-145",0
"3140","Dec 27, 1998","Angola, Angola","Antonov AN-12",6
"3141","Dec 26, 1998 at 1205 LT","Huambo, Huambo","Lockheed C-130 Hercules",14
"3142","Dec 22, 1998 at 0014 LT","Rionegro, Antioquia","Antonov AN-32",5
"3143","Dec 18, 1998 at 1510 LT","Nixon Fork Mine, Alaska","Casa 212 Aviocar",0
"3144","Dec 17, 1998 at 1740 LT","Manokotak, Alaska","Cessna 207 Skywagon",0
"3145","Dec 17, 1998","Libreville, Gabon","Beechcraft Super King Air 200",2
"3146","Dec 17, 1998","Saurimo, Lunda Sul","Antonov AN-12",1
"3147","Dec 16, 1998 at 0730 LT","Tegucigalpa, Francisco Morazán","Piper PA-31-350 Navajo Chieftain",2
"3148","Dec 14, 1998","Cuito, Cuando Cubango","Antonov AN-12",10
"3149","Dec 12, 1998","Accra, Greater Accra","Piper PA-31-350 Navajo Chieftain",0
"3150","Dec 11, 1998 at 1910 LT","Surat Thani, Surat Thani (<U+0E2A><U+0E38><U+0E23><U+0E32><U+0E29><U+0E0E><U+0E23><U+0E4C><U+0E18><U+0E32><U+0E19><U+0E35>)","Airbus A310",101
"3151","Dec 8, 1998 at 1902 LT","Pahokee, Florida","Cessna 402",3
"3152","Dec 7, 1998 at 1111 LT","Baie-Comeau, Quebec","Britten-Norman Islander",7
"3153","Dec 5, 1998 at 1210 LT","Istanbul, Marmara Region (Marmara Bölgesi)","Beechcraft Super King Air 350",2
"3154","Dec 4, 1998 at 2045 LT","Pontiac, Michigan","Piper PA-31-350 Navajo Chieftain",1
"3155","Dec 3, 1998 at 1536 LT","Iqaluit, Nunavut","Avro 748",0
"3156","Dec 3, 1998 at 1038 LT","Point Lay, Alaska","Piper PA-31-350 Navajo Chieftain",0
"3157","Dec 2, 1998 at 1216 LT","Mena, Arkansas","Cessna 501 Citation I",1
"3158","Nov 29, 1998 at 0815 LT","Haiti, Haiti","Beechcraft King Air 90",0
"3159","Nov 28, 1998 at 0947 LT","Saint Peter-La Villiaze, Channel Islands","De Havilland Dash-7",2
"3160","Nov 27, 1998 at 1025 LT","Warri, Delta","Cessna 208 Caravan",0
"3161","Nov 23, 1998 at 1445 LT","Río Gallegos, Santa Cruz","Swearingen SA226AC Metro II",0
"3162","Nov 23, 1998 at 0030 LT","Victoria, British Columbia","Cessna 208 Caravan",2
"3163","Nov 20, 1998 at 1220 LT","Massachusetts, Massachusetts","Cessna 414 Chancellor",1
"3164","Nov 20, 1998","Mexico City, Federal District of Mexico City","Learjet 24",0
"3165","Nov 19, 1998 at 1538 LT","Namche Bazar, Sagarmatha","Pilatus PC-6 (Porter & Turbo Porter)",1
"3166","Nov 17, 1998 at 1855 LT","Monroe, Louisiana","Cessna 414 Chancellor",0
"3167","Nov 17, 1998","Koror, Palau","Cessna 207 Skywagon",9
"3168","Nov 14, 1998 at 0544 LT","Ostende, Belgium","Boeing 707",0
"3169","Nov 11, 1998 at 1122 LT","Krasnoyarsk, Krasnoyarsk Krai","Antonov AN-12",13
"3170","Nov 11, 1998 at 0133 LT","Anchorage, Alaska","Ilyushin II-62",0
"3171","Nov 6, 1998","Nairobi, Nairobi City District","Beechcraft Super King Air 200",3
"3172","Nov 4, 1998 at 2058 LT","Kansas, Kansas","Mitsubishi MU-2 Marquise",2
"3173","Nov 1, 1998 at 1848 LT","Atlanta, Georgia","Boeing 737-200",0
"3174","Nov 1, 1998 at 1430 LT","Quezaltenango, Quetzaltenango","Douglas C-47 Skytrain (DC-3)",11
"3175","Oct 28, 1998 at 0858 LT","Hayden, Colorado","Piper PA-31-350 Navajo Chieftain",1
"3176","Oct 27, 1998 at 1456 LT","West Virginia, West Virginia","Learjet 45",0
"3177","Oct 26, 1998","Angola, Angola","Antonov AN-12",6
"3178","Oct 25, 1998","Uganda, Uganda","Britten-Norman Islander",4
"3179","Oct 21, 1998 at 1315 LT","Yerevan, Yerevan","Yakovlev Yak-40",4
"3180","Oct 21, 1998 at 0940 LT","Horn Island, Queensland","Rockwell Shrike Commander 500S",0
"3181","Oct 21, 1998 at 0851 LT","Fortaleza, Ceará","Embraer EMB-120 Brasília",4
"3182","Oct 21, 1998 at 0310 LT","Johannesburg, Gauteng","Piper PA-31-350 Navajo Chieftain",0
"3183","Oct 19, 1998","Belize, Belize","Britten-Norman Islander",0
"3184","Oct 18, 1998 at 0600 LT","Eagle Pass, Texas","Cessna 421 Golden Eagle",0
"3185","Oct 17, 1998 at 1502 LT","Zell am See, Salzburg","Short SC.7 Skyvan Variant",0
"3186","Oct 17, 1998 at 0230 LT","Missoula, Montana","Beechcraft 99",0
"3187","Oct 17, 1998 at 0033 LT","Brainerd, Minnesota","Beechcraft Queen Air 80",0
"3188","Oct 12, 1998 at 2325 LT","Stord, Hordaland","Cessna 402",9
"3189","Oct 10, 1998 at 1105 LT","Kindu, Maniema","Boeing 727-100",41
"3190","Oct 9, 1998 at 1056 LT","Arusha, Arusha Region","Cessna 402",0
"3191","Oct 8, 1998 at 0255 LT","Ravenna, Ohio","Piper PA-31-350 Navajo Chieftain",0
"3192","Oct 5, 1998 at 1236 LT","California, California","Grumman S-2 Tracker",1
"3193","Oct 5, 1998 at 0955 LT","Maputo, Maputo City District","Boeing 747SP",0
"3194","Oct 2, 1998 at 0945 LT","Canaima, Bolívar","Douglas DC-3",1
"3195","Oct 1, 1998 at 1005 LT","Palm Springs, California","Rockwell Aero Commander 680",1
"3196","Sep 29, 1998 at 1354 LT","Palaly, Northern Province (<U+0BB5><U+0B9F> <U+0BAE><U+0BBE><U+0B95><U+0BBE><U+0BA3><U+0BAE><U+0BCD>)","Antonov AN-24",55
"3197","Sep 28, 1998 at 1330 LT","Praia, Cabo Verde","De Havilland DHC-6 Twin Otter",1
"3198","Sep 26, 1998 at 0703 LT","Fairoaks, Surrey","Cessna 560 Citation V",0
"3199","Sep 25, 1998 at 0850 LT","Mellila, Melilla","BAe 146",38
"3200","Sep 24, 1998 at 1319 LT","San Juan, Puerto Rico","Convair CV-240",0
"3201","Sep 18, 1998 at 1428 LT","Antillean Sea, World","GAF Nomad N22",1
"3202","Sep 18, 1998","San José, San José (Central Valley)","Piper PA-31-350 Navajo Chieftain",2
"3203","Sep 18, 1998","Nome, Bahia","Cessna 208 Caravan",0
"3204","Sep 17, 1998 at 1430 LT","Kotzebue, Alaska","Cessna 207 Skywagon",1
"3205","Sep 16, 1998 at 2310 LT","Guadalajara, Jalisco","Boeing 737-500",0
"3206","Sep 16, 1998","Mexico, Mexico","IAI Arava 201",0
"3207","Sep 14, 1998","Lokichogio, Rift Valley","Antonov AN-32",0
"3208","Sep 10, 1998","Chaklala AFB (Islamabad), Islamabad Capital Territory (<U+0648><U+0641><U+0627><U+0642><U+06CC> <U+062F><U+0627><U+0631><U+0627><U+0644><U+062D><U+06A9><U+0648><U+0645><U+062A>)","Lockheed C-130 Hercules",5
"3209","Sep 10, 1998","Chaklala AFB (Islamabad), Islamabad Capital Territory (<U+0648><U+0641><U+0627><U+0642><U+06CC> <U+062F><U+0627><U+0631><U+0627><U+0644><U+062D><U+06A9><U+0648><U+0645><U+062A>)","Lockheed C-130 Hercules",0
"3210","Sep 9, 1998 at 1045 LT","Alaska, Alaska","De Havilland DHC-2 Beaver",5
"3211","Sep 7, 1998 at 1513 LT","Homer, Alaska","Piper PA-31-350 Navajo Chieftain",0
"3212","Sep 2, 1998 at 2231 LT","Halifax, Nova Scotia","McDonnell Douglas MD-11",229
"3213","Sep 2, 1998","Angola, Angola","Antonov AN-26",24
"3214","Sep 2, 1998 at 1002 LT","New Stuyahok, Alaska","Grumman G-44 Widgeon",0
"3215","Aug 31, 1998 at 2235 LT","New York, New York","Boeing 727-200",0
"3216","Aug 29, 1998 at 1303 LT","Quito, Pichincha","Tupolev TU-154",80
"3217","Aug 28, 1998 at 0650 LT","El Paso, Texas","Dassault Falcon 20",0
"3218","Aug 26, 1998","Angola, Angola","Antonov AN-12",0
"3219","Aug 24, 1998 at 1646 LT","Pretoria, Gauteng","Douglas DC-3",1
"3220","Aug 24, 1998 at 1530 LT","Leticia, Amazonas","Antonov AN-32",0
"3221","Aug 24, 1998 at 0835 LT","Tachilek, Shan State","Fokker F27 Friendship",36
"3222","Aug 23, 1998 at 1740 LT","Roseau, Dominica","Cessna 402",11
"3223","Aug 22, 1998","Iquitos, Loreto","Pilatus PC-6 (Porter & Turbo Porter)",0
"3224","Aug 21, 1998 at 1124 LT","Pokhara, Gandaki","De Havilland DHC-6 Twin Otter",18
"3225","Aug 19, 1998 at 1643 LT","Halfmoon Bay (Stewart Island), Southland Regional Council","Cessna 402",5
"3226","Aug 19, 1998","Tolyatti, Samara oblast","PZL-Mielec AN-2",0
"3227","Aug 19, 1998","Antofagasta, Lima","De Havilland DHC-6 Twin Otter",0
"3228","Aug 14, 1998 at 1200 LT","Jalal-Abad, Jalal-Abad Province","Yakovlev Yak-40",0
"3229","Aug 11, 1998","Saurimo, Lunda Sul","Antonov AN-12",1
"3230","Aug 8, 1998 at 1149 LT","Nevada, Nevada","Piper PA-31 Cheyenne",3
"3231","Aug 6, 1998 at 1600 LT","Ontario, Ontario","Avro 748",0
"3232","Aug 6, 1998 at 0450 LT","Columbus, Indiana","Cessna 421 Golden Eagle",0
"3233","Aug 5, 1998 at 2201 LT","Seoul, Seoul (<U+C11C><U+C6B8>)","Boeing 747-400",0
"3234","Aug 4, 1998 at 1758 LT","Kincolith, British Columbia","De Havilland DHC-2 Beaver",5
